Handle,Call number,Accession number,Creator,Title,Variant Titles,Place of origin,Publisher,"Date, created","Date, depicted","Date, key",Physical description,Materials,Language,Language of cataloging,Notes,Abstract,Associated Names,"Subject, topic","Subject, geographic","Subject, geographic code",Period/Style,Culture,Scale,Projection,Coordinates,Genre,Type of resource,Yale Collection,Original Repository,Access Restrictions,Rights,OrbisBibID,Orbis Barcode,Finding Aid,Related Exhibit or Resource,Classroom use,"Part of, group","Note, extended",Handle,_Filename,Job Information,Gallery,Citation,Digital format,Donor,Vendor,Previous Call Number,Series,Fund Code,Price,Memoranda,Order Type,Date to Cataloging,Date returned to Beinecke,Monograph Titles,Monograph Volumes,Serial Titles,Serial Volumes,Ephemera,Manuscript items,Manuscript Linear Feet,Non-book format,Accession Material,Accession auto number,ISBN,ISSN,Item Permission ,Keywords,Studio Notes,"Subject, local",Digital Collection,Order Type,"Date, Created ISO",Other Dates,Tribe,Events,Placeholder,Content Type,"Coordinates, West bounding","Coordinates, East bounding","Coordinates, North bounding","Coordinates, South bounding","Subject, hierarchical geographic -- Country","Subject, hierarchical geographic -- State","Subject, hierarchical geographic -- County","Subject, hierarchical geographic -- City","Subject, hierarchical geographic -- City Section",Copyright Date,Purpose,Related Link,Funding source,EAD Snippet,Complex Hierarchy,MDfive Checksum,Breadcrumb trail,int Start Year,int End Year,Number of Scans,HYDRA - embed tag,HYDRA - embed tag note,FindIT View Type
http://hdl.handle.net/10079/digcoll/32114,Hist R143 1921b|Hist R143 1921b c.2,,"Browne, Edward Granville, 1862-1926 |Fitz-Patrick lectures, (1919, 1920) ",Arabian medicine : being the Fitzpatrick lectures delivered at the College of Physicians in November 1919 and November 1920 / by Edward G. Browne.,Fitzpatrick lectures ; 1919-20,Cambridge,The University Press,1921,,,"vii, 138 p. : ill. ; 23 cm.",,English ,,"""I have sought ... to indicate the part played by the scholars and physicians of Islám, and especially of Persia.""--Pref.|Includes bibliographical footnotes.",,,"Medicine, Arab--History |Medicine, Persian--History ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",3260658,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/3260658,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1921-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/162178,Manuscript Arabic 12,MA121658,"Avicenna, 980-1037. Risālah-i Jūrīyah |Ibn Jazlah, Yaḥyá ibn ʻĪsá, d. 1100. Taqwīm al-abdān fī tadbīr al-insān |Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? Adwiyah al-mawjūdah fī kull makān |Yūsuf ",[Untitled],[بدون عنوان],S.l.,s.n.,1069 [1658],,,58 leaves ; 19 cm.,,Arabic ,,"Arabic.|Manuscript.|Unidentified work on therapeutics, copied by Muḥammad ibn Ṣāfī, at the end of Ṣafar, 1069 H./26 November 1658; 9.5 cm. w., 18.5 cm. h.; written surface measures 5 x 12.5 cm.; ca. 16 lines per page; marginalia, catchwords on bottom of page; laid paper is light brown; the leather binding without flap is blind tooled. Incipit: al-Ḥamdu lillāh alladhī jamaʻ bayna al-laṭīf wa-al-kathīf wa-aqāma la-nā mawāddan min al-aghdhiyah wa-al-hwiyah wa-al-asqiyah wa-al-adwiyah ... Provenance: Cushing, Arabic Ms. 12/1.|With 5 other mss. 1. al-Adwiyah al-mawjūdah fī kull makān / by Abū Bakr Muḥammad ibn Zakarīyā al-Rāzī, copied in Rabīʻ al-Awwal 1069 H./Nov.-Dec., 1658 by Muḥammad ibn Ṣāfī; 39 leaves; 14 lines per page. Ref. Ulmann, Medizin, p. 266. Provenance: Cushing, Arabic Ms. 12/2. 2. Risālat Shifāʾ ʻājil / by Ṣadr al-Dīn Muḥammad Ṭabīb. 43 leaves, 15 lines per page; catchwords on bottom of page; Ref. GAL S II 1028; NjP (Mach-Ormsby 1365). Dharīʻah and Mach-Ormsby have the auhave the author Ṣadr al-Dīn ʻAlī ibn Muḥammad al-Jīlānī. Provenance: Cushing Arabic Ms. 12/3. 3. Risālah-i Jūrīyah / by Ibn Sīnā; in Persian; 7 leaves; some marginalia; catchwords on bottom of page; Ref. Ullmann, Medizin, p. 336. Provenance: Cushing Arabic ms. 12/4. 4. Jāmiʻ al-fawāʾid / by Yūsuf ibn Muḥammad al-Yūsufī; copied in 1067 H/1656-1657; 80 leaves; 15 lines per page; catchwords on bottom of page; in Persian; Ref. Storey II 237 # 408 (6). Richter-Bernburg 61. Provenance: Cushing Arabic Ms. 12/5. 5. Taqwīm al-abdān fī tadbīr al-insān / by Yaḥyá ibn ʻĪsá ibn Jazlah; 21 leaves; in Persian; in form of tables. Provenance: Cushing Arabic Ms. 12/6.",,,"Medicine, Arab |Therapeutics ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6694769,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/6694769,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1658-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/165467,Manuscript Arabic 6,MA06xxxx,"Avicenna, 980-1037, author |Shīrāzī, Muḥammad Qulī, active 1645, scribe |ابن سينا، 980-1037 مؤلف |شيرازي، محمد قلي، ناشط 1645، ناسخ ","al-Qānūn fī al-ṭibb, [1645] / Ibn Sīnā.",Qānūn fī al-ṭibb. Selections. 1645|القانون في الطب، [1645] / ابن سينا.|قانون في الطب. مختارات. 1645,,,,,,1 volume ([509] leaves) ; 46 cm,,Arabic ,,"26 x 45.5 cm ; written surface: 17.5 x 32.8 cm, 21 lines per page.|Colophon at the end book 3 of al-Qānūn fī al-ṭibb (leaf 238a): ""Tamma al-kitāb al-thālith min kutub al-Qānūn al-mushtamil ʻalá al-amrāḍ al-wāqiʻah. Wa-li-wāhib al-ʻaql al-ḥamd wa-al-minnah wa-al-ṣalāh ʻalá Nabīyihi Muḥammad wa-ālihi al-ṭāhirīn. Qad faragha yawm al-Arbiʻāʼ, panjum shahr Rabīʻ al-Awwal, sanat 155 [i.e. 1055 = 1 May 1645] ḥāmidan muṣalliyan.""|Colophon at the end of book five (leaf 509b): ""Tamma kitāb al-aqrābādīn wa-bi-tamāmihi tammat al-kutub al-khamsah al-mushtamilah ʻalá al-Qānūn. Wa-al-ḥamdu lillāh ḥaqqa ḥamdihi ḥamdan kathīran dāyiman. Wa-ṣallá Allāh ʻalá khayr khalqihi Muḥammad wa-ālihi ajmaʻīn.""|Colophon at the end of book four (leaf 436a): ""Tamma kitāb al-zafanah wa-huwa ākhir al-kalām min al-kitāb al-rābiʻ fī baldat Shīrāz sanat khams wa-khamsūn wa-alf bi-khaṭṭ Muḥammad Qulī al-Shīrāzī al-muʻallim, ghafara Allāh dhunūbahum wa-li-jamīʻ al-muʼmīn wa-al-muʼmināt bi-Muḥammad wa-ālih.""|Gift of Harvey Cushing.|In Arabic.|In elegant, rather large naskhī script; in black ink, on yellowish paper, with headings and keywords in gold, some markings in red; magnificently illuminated heading to opening chapter; text within gold and blue frames; catchwords.|Incipit: ""al-Fann al-ḥādī ʻashar min al-kitāb al-thālith min al-Qānūn fī aḥwāl al-qalb wa-huwa maqālatān: al-Maqālah al-ūlá minhumā fī mabādī wa-uṣūl li-dhālika tashrīḥ al-qalb. Ammā al-qalb fa-innahu makhlūq min laḥm qawī li-yakūna abʻada min al-āfāt muntasij fīhi min aṣnāf al-līf qawīyah shadīdah al-ikhtilāf al-ṭawīl al-jadhdhāb wa-al-ʻarīḍ al-daffāʻ wa-al-muwarrab al-māsik li-yakūna la-hu aṣnāf min al-ḥarakāt ...""|Islamic black leather binding.|On leaf 1a an ownership note in the name of Muḥammad Taqī [ibn] Muḥammad Bāqir, dated 1076 H [1665/1666]|Some collations and corrections on the margins.|البداية: ""الفن الحادي عشر من الكتاب الثالث من القانون في أحوال القلب وهو مقالتان: المقالة الأولى منهما في مبادي وأصول لذلك تشريح القلب. أما القلب فإنه مخلوق من لحم قوي ليكون أبعد من الآفات منتسج فيه من أصناف الليف قوية شديدة الاختلاف الطويل الجذاب والعريض الدفاع والمورب الماسك ليكون له أصناف من الحركات ...""|على الورقة 1أ تملك باسم محمد تقي [بن] محمد باقر، بتاريخ 1076 ھ [1665/1666]|في نهاية الكتاب الثالث من القانون في الطب (الورقة 238أ): ""تم الكتاب الثالث من كتب القانون المشتمل على الأمراض الواقعة. ولواهب العقل الحمد والمنة والصلوة على نبيه محمد وآله الطاهرين. قد فرغ يوم الأربعاء، پنجم شهر ربيع الأول، سنة 155 [أي 1055 = 1 أيار/مايو 1645] حامدًا مصليًا.""|في نهاية الكتاب الخامس (الورقة 509ب): ""تم كتاب الأقرابادين وبتمامه تمت الكتب الخمسة المشتملة على القانون. والحمد لله حق حمده حمدًا كثيرًا دايمًا. وصلى الله على خير خلقه محمد وآله أجمعين.""|في نهاية الكتاب الرابع (الورقة 436أ): ""تم كتاب الزفنة وهو آخر الكلام من الكتاب الرابع في بلدة شيراز سنة خمس وخمسون وألف بخط محمد قلي الشيرازي المعلم، غفر الله ذنوبهم ولجميع المؤمين والمؤمنات بمحمد وآله.""","al-Qanūn fī al-ṭibb, a comprehensive manuscript on Arabic medicine by al-Ḥusayn ibn ʻAlī ibn Sīnā (980-1037), commonly known by the Latinized version of his name Avicenna who was born near Bukhara in Persia (present-day Uzbekistan). Avicenna was the most famous and influential of the many Islamic scholars, scientists, and philosophers of the medieval world. He was foremost a physician but was also an astronomer, chemist, geologist, psychologist, philosopher, logician, mathematician, physicist, and poet. His al-Qānūn fī al-ṭibb (Canon of medicine) became the authoritative reference on medicine in the Middle Ages, not only in the Islamic world but, in Latin translations, in Europe as well. Presented in this manuscript is the second half of al-Qānūn fī al-ṭibb (from al-fann 11 ""the 11th art"" of the third book to the end of the fifth book). The whereabouts of the first part of the Canon are not known.The colophons indicate that the copy was copied in 1055 H (1645/1656) in the city of Shīrāz, Iran by Muḥammad Qulī al-Shīrāzī al-muʻallim. The manuscript was a gift of Harvey Cushing (1869-1939), a Yale-educated neurosurgeon, whose collection of rare medical books forms a key part of the Medical Historical Library in the Harvey Cushing/John Hay Whitney Medical Library, Yale University.",,"Arabic manuscripts |Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",11419069,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/11419069,,,,"Avicenna, Qanūn fī al-ṭibb. General Collection, Medical/Historical Library, Yale University.",,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1645-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/166498,Manuscript Arabic 3,Opera1448,"Khurāsānī, ʻAbd Allāh ibn ʻAbd al-Muṭṭalib, active 1612, editor |Maghribī, Abū Saʻīd ibn Ibrāhīm, active 12th century, author |خراساني، عبد الله بن عبد المطلب، ناشط 1612، محرر |مغربي، أبو سعيد بن إبراهيم، ناشط ","Kitāb Kanz al-ḥukamāʼ wa-maṭlab al-aṭibbāʼ wa-al-ʻulamāʼ, [1612] / taṣnīf Abī Saʻīd ibn Ibrāhīm al-Mutaṭabbib al-Maghribī.",Kanz al-ḥikmah|Kanz al-ḥukamāʼ wa-maṭlab al-aṭibbāʼ wa-al-ʻulamāʼ|Kitāb Kanz al-ḥikmah|كتاب كنز الحكماء ومطلب الأطباء والعلماء، [1612] / تصنيف أبي سعيد بن إبراهيم المتطبب المغربي.|كتاب كنز الحكمة|كنز الحكماء ومطلب الأطباء والعلماء,,,,,,1 volume ([250] leaves) ; 30 cm,,Arabic ,,"18 x 30 cm ; written surface: 11.3 x 20 cm, 25 lines per page.|Colophon: ""Bismillāh al-Raḥmān al-Raḥīm. Balagha qibālan wa-taṣḥīḥan wa-tadrīsan fī al-thālith wa-al-ʻishrīn min shahr Ramaḍān al-mubārak sanat iḥdá wa-ʻishrīn baʻda al-alf min al-Hijrah. Wa-anā al-ʻabd aqall al-mutaṭabbibīn ʻAbd Allāh ibn ʻAbd al-Muṭṭalib al-Khālidī [?] al-Khurāsānī, ghafara Allāh la-hu wa-li-wālidayh. 1021. Balagha muqābalatan maʻa muntasikhih.""|Gift of Harvey Cushing.|In Arabic.|In good naskhī script; in black ink, on yellowish paper, with headings, keywords and marking in red; catchwords. Part 3 of the manuscript on pharmacology is profusely illustrated on the margins with beautifully colored drawings of the plants and animals mentioned in the text.|Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi thiqatī. al-Ḥamdu lillāh Rabb al-ʻĀlamīn ḥamda al-shākirīn wa-al-ṣalāh wa-al-salām ʻalá al-Nabī al-Muṣṭafá Muḥammad wa-ālihi al-ṭāhirīn. al-Kitāb al-awwal yashtamilu ʻalá maʻrifat ḥadd al-ṭibb wa-maʻrifat juzʼayhi al-ʻilmī wa-al-ʻamalī wa-ʻalá maʻrifat al-umūr al-jawharīyah [?] lil-abdān min al-ʻanāṣir wa-al-amzijah wa-al-akhlāṭ wa-al-aʻḍāʼ al-mutashābihat al-ajzāʼ wa-al-aʻḍāʼ al-ālīyah wa-ʻalá maʻrifat al-qiwá al-ṭabīʻīyah wa-al-ḥayawānīyah wa-al-nafsānīyah ...""|Islamic red leather binding.|On title page an ownership seal in the name of Muḥammad ibn ʻAlī al-Mūsawī.|Some collations and corrections on the margins.|البداية: ""بسم الله الرحمن الرحيم وبه ثقتي. الحمد لله رب العالمين حمد الشاكرين والصلوة والسلام على النبي المصطفى محمد وآله الطاهرين. الكتاب الأول يشتمل على معرفة حد الطب ومعرفة جزئيه العلمي والعملي وعلى معرفة الأمور الجوهرية [؟] للأبدان من العناصر والأمزجة والأخلاط والأعضاء المتشابهة الأجزاء والأعضاء الآلية وعلى معرفة القوى الطبيعية والحيوانية والنفسانية ...""|النهاية: ""بسم الله الرحمن الرحيم. بلغ قبالًا وتصحيحًا وتدريسًا في الثالث والعشرين من شهر رمضان المبارك سنة إحدى وعشرين بعد الألف من الهجرة. وأنا العبد أقل المتطببين عبد الله بن عبد المطلب الخالدي [؟] الخراساني، غفر الله له ولوالديه. 1021. بلغ مقابلة مع منتسخه.""","Manuscript on medicine and pharmacology by Abū Saʻīd ibn Ibrāhīm al-Mutaṭabbib al-Maghribī, a little known physician and pharmacologist who seems to have lived in the 12th century. The name of the author is given as ""Abū Saʻīd ibn Ibrāhīm al-Maghribī"" in one of his medical/pharmacological manuscript works: ""Kitāb fatʹḥ al-tadāwī min jamīʻ al-amrāḍ wa-al-shakāwī fī mufradāt al-ʻaqāqīr, [17--?]"" which he dedicated to the Amīr Shams al-Dīn Abū ʻAbd Allāh Muḥammad Dhū al-Qarnayn ibn ʻAyn al-Dawlah, the son of Amīr Ghāzī who seems to be the Danishmendid ruler Dhū al-Qarnayn, d. 557 H/1162 CE (OCLC 244629229). In the printed editions with slightly different titles: ""Taqwīm al-adwīyah al-mufradah, aw, al-Munjiḥ fī al-tadāwī min jamīʻ al-amrāḍ wa-al-shakāwī"" as Ibrāhīm ibn Abī Saʻīd al-ʻAlāʼī (OCLC 785065773) and ""Taqwīm al-adwīyah, aw, al-Munjiḥ fī al-tadāwī min ṣunūf al-amrāḍ wa-al-shakāwī"" as Abī Saʻīd Ibrāhīm ibn Abī Saʻīd al-ʻAlāʼī al-Maghribī (OCLC 796221762). The manuscript was read and collated with the copyist (whose name is not mentioned), as mentioned in the colophon, by the physician ʻAbd Allāh ibn ʻAbd al-Muṭṭalib al-Khālidī (?) al-Khurāsānī (an obscure physician) on 23 Ramaḍan, 1021 H (17 November, 1612). Place of copying not mentioned, probably in Iran.","Maghribī, Abū Saʻīd ibn Ibrāhīm,--active 12th century |مغربي، أبو سعيد بن إبراهيم،--ناشط قرن 12 ","Arabic manuscripts |Materia medica, Animal--Early works to 1800 |Medicinal plants--Early works to 1800 |Medicine, Arab |Pharmacology--Early works to 1800 ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",11419067,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/11419067,,,,"Maghribī, Abū Saʻīd ibn Ibrāhīm̄, Kitāb Kanz al-ḥukamāʼ wa-maṭlab al-aṭibbāʼ wa-al-ʻulamāʼ. General Collection, Medical/Historical Library, Yale University.",,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1612-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/188728,Incunabula +Heb-4 (Goff),KCML1491,"Avicenna, 980-1037 |Avicenna, 980-1037. Liber canonis. Hebrew |Ibn Vives al-Lorqui, Joseph ben Joshua, d. before 1408 |Me'ati, Nathan ben Eliezar ha-, fl. 1279-1283 ","Kanon : (Canon medicinae, Lib. I-V).",,Naples,Azriel ben Joseph Ashkenazi,9 November 1491,,,5 v. in 1 (478 leaves) ; 30 cm.,,Hebrew ,,"Joseph ben Joshua Lorki and Nathan ben Eliezer ha-Me'ati, translators.|Yale med copy imperfect: 16 of the total 478 leaves wanting.",,,"Hygiene--Early works to 1800 |Incunabula in Yale Library |Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4072969,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4072969,,,,Hain 2212|Klebs 132.1|Pellechet 1670|Proctor 6736,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1491-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/187915,Incunabula ++A-1423 (Goff),CMGC1489,"Arnaldus, de Villanova, d. 1311 |Avicenna, 980-1037 |Avicenna, 980-1037. De viribus cordis. 1490 |Gherardo, da Sabbioneta, 13th cent |Mutius, Prosdocimus |Rochabonella, Petrus ",Canon medicinae / Avicenna [translated into Latin by Gerardus Cremonensis (or rather Gerardus Sablonetanus)].,,Venice,Dionysius Bertochus,1489-1490,,,"[389, 6, 7] leaves ; 43 cm.",,Latin ,,"""Libellus Avicene de viribus cordis translatus ab Arnaldo de villa nova"": 6 leaves next to end.|Med: Later German binding. Described by Scott Husby, 2010.|Petrus Rochabonella, ed.; Prosdocimus Mutius, corr.",,,"Heart--Early works to 1800 |Materia medica |Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4027800,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4027800,,,,Hain 2207|Klebs 131.10|Pellechet 1666,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1489-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/190064,Incunabula +F-120 (Goff),OMPA1497,"Ferrari de Gradi, Giovanni Matteo, d. 1472 |Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? Liber nonus ad Almansorem ",Opera medica : sive Practica cum textu noni ad Almansorem.,Practicacum textu noni ad Almansorem,Pavia,[Franciscus Girardengus] for Aloysius Comensis and Bartholomaeus de Trottis,27 May 1497,,,"246, [1] leaves (final leaf blank) ; 39 cm.",,Latin ,,,,,"Incunabula in Yale Library |Medicine, Arab |Medicine--Early works to 1800 ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4051127,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4051127,,,,Hain 7838*|Klebs 392.3|Proctor 7110,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1497-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/191476,Incunabula +M-509 (Goff),OMPA1471,"Ibn Māsawayh, Yūḥannā, d. 857 or 8 |Petrus, de Abano, ca. 1250-ca. 1315. Additiones ad practicam ",Opera medicinalia : Petrus de Abano Additiones ad practicam.,,Florence?,Epon. Press,9 June 1471,,,[236] leaves ; 32 cm.,,Latin ,,"Yale Med copy has a later Italian binding. Described by Scott Husby, 2010.|Yale Med copy imperfect: leaves 99-100 (both blank), 169-188, 204, 231-236 (final two blank) wanting.",,"Klebs, Arnold C.--(Arnold Carl),--1870-1943.--Ownership ","Incunabula in Yale Library |Medicine, Arab |Pharmacopoeias |Pharmacy--Early works to 1800 ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",3836222,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/3836222,,,,Hain-Copinger 11107|Klebs 680.2|Proctor 7344,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1471-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/191899,Incunabula ++A-1419 (Goff),CM1479,"Avicenna, 980-1037 ",Canon medicinae [books III and V only].,,Padua,"[Johannes Herbort, de Seligenstadt]",27 October 1479 and 6 November 1479,,,"[171, 42] leaves : color ill. ; 46 cm.",,Latin ,,"Includes color illustrations on leaf 6 (Liber III), red and blue lettering throughout.|Yale Med copy includes Libri III and V, as described in Goff 1419.",,"Cushing, Harvey,--1869-1939.--Ownership ","Incunabula in Yale Library |Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4024853,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4024853,,,,Hain-Copinger 2202|Klebs 131.5|Pellechet 1661|Proctor 6800,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1479-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/192340,Incunabula +M-513 (Goff),OMFP1479,"Abū al-Qāsim Khalaf ibn ʻAbbās al-Zahrāwī, d. 1013?. Liber servitoris |Ibn Māsawayh, Yūḥannā, d. 857 or 8 |Nicolaus, Salernitanus, 12th cent. Antidotarium, quid pro quo, synonyma |Pedemontanus, Francescus. Complem ",Opera medicinalia : cum additionibus Francisci Pedemontani.,,Venice,Raynaldus de Novimagio,31 January 1479,,,[392] leaves ; 31 cm. (In folding case.  33 cm.).,,Latin ,,"Complementum practicae / Franciscus Pedemontanus.-- Antidotarium, quid pro quo, synonyma / Nicolaus Salernitanus.-- Liber servitoris / Abulcasis.|Med: Contemporary German binding. Described by Scott Husby, 2010.|Some lettering in red and blue.|The Abulcasis translated by Simon Genuensis.",,"Cushing, Harvey,--1869-1939.--Ownership ","Incunabula in Yale Library |Medicine, Arab |Medicine--Early works to 1800 ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",3836405,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/3836405,,,,Hain-Copinger 11108*|Klebs 680.8|Proctor 4432,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1479-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/193135,Incunabula +R-182 (Goff),LASN1483,"Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? |Syllanus de Nigris, fl. 1398 |Tossignano, Pietro da, d. 1401. Receptae super nonum ad Almansorem. 1483 ",Liber nonus ad Almansorem : cum expositione Silani de Nigris.,,Venice,"Bernardinus Stagninus, de Tridino",30 March 1483,,,[136] leaves ; 30 cm.,,Latin ,,"""Receptae super nonum ad Almansorem"", by Petrus de Tussignano: leaves 113-136.|Med: Contemporary German binding. Described by Scott Husby, 2010.|Signatures: a8-h8, i6, k6, l6, m8-o8, p6, A8-C8.|With this is De anima, de intellectu / Albertus Magnus: Venice: Reynaldus de Novimagio, 1481.",,"Cushing, Harvey,--1869-1939.--Ownership ","Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4195864,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4195864,,,,Hain-Copinger 13895*|Klebs 946.2|Proctor 4824,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1483-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
